Model,FOV,Cluster_Key,Gene,Gene_Purity
Cellpose,43-44,cluster_0.85,TRAC,0.37852150201797485
Cellpose,43-44,cluster_0.90,CD19,0.43165695667266846
Cellpose,43-44,cluster_0.90,CD3E,0.42758890986442566
Cellpose,43-44,cluster_0.90,CD79A,0.3796769678592682
Cellpose,43-44,cluster_0.90,IL7R,0.39911431074142456
Cellpose,43-44,cluster_0.90,MS4A1,0.4019184112548828
Cellpose,43-44,cluster_0.90,TRAC,0.38177675008773804
Cellpose,7-8,cluster_0.40,CD19,0.8886812925338745
Cellpose,7-8,cluster_0.40,CD3E,0.6540154218673706
Cellpose,7-8,cluster_0.40,CD79A,0.7913642525672913
Cellpose,7-8,cluster_0.40,IL7R,0.6091751456260681
Cellpose,7-8,cluster_0.40,MS4A1,0.7675330638885498
Cellpose,7-8,cluster_0.40,TRAC,0.492848664522171
Cellpose,7-8,cluster_0.45,CD19,0.870867908000946
Cellpose,7-8,cluster_0.45,CD3E,0.6462653875350952
Cellpose,7-8,cluster_0.45,CD79A,0.7750023007392883
Cellpose,7-8,cluster_0.45,IL7R,0.6086351871490479
Cellpose,7-8,cluster_0.45,MS4A1,0.7390789985656738
Cellpose,7-8,cluster_0.45,TRAC,0.4858931005001068
Cellpose,7-8,cluster_0.50,CD19,0.871069073677063
Cellpose,7-8,cluster_0.50,CD3E,0.6494516730308533
Cellpose,7-8,cluster_0.50,CD79A,0.7723357081413269
Cellpose,7-8,cluster_0.50,IL7R,0.6087420582771301
Cellpose,7-8,cluster_0.50,MS4A1,0.737113356590271
Cellpose,7-8,cluster_0.50,TRAC,0.4861331284046173
Cellpose,7-8,cluster_0.55,CD19,0.851245641708374
Cellpose,7-8,cluster_0.55,CD3E,0.648668110370636
Cellpose,7-8,cluster_0.55,CD79A,0.7428277134895325
Cellpose,7-8,cluster_0.55,IL7R,0.6065749526023865
Cellpose,7-8,cluster_0.55,MS4A1,0.7075726985931396
Cellpose,7-8,cluster_0.55,TRAC,0.48523765802383423
Cellpose,7-8,cluster_0.60,CD19,0.8363562822341919
Cellpose,7-8,cluster_0.60,CD3E,0.6235235333442688
Cellpose,7-8,cluster_0.60,CD79A,0.716061532497406
Cellpose,7-8,cluster_0.60,IL7R,0.5882328152656555
Cellpose,7-8,cluster_0.60,MS4A1,0.6814017295837402
Cellpose,7-8,cluster_0.60,TRAC,0.4717724919319153
Cellpose,7-8,cluster_0.65,CD19,0.8288367390632629
Cellpose,7-8,cluster_0.65,CD3E,0.6529923677444458
Cellpose,7-8,cluster_0.65,CD79A,0.7069514393806458
Cellpose,7-8,cluster_0.65,IL7R,0.6099853515625
Cellpose,7-8,cluster_0.65,MS4A1,0.6701619029045105
Cellpose,7-8,cluster_0.65,TRAC,0.487161785364151
Cellpose,9-10,cluster_0.20,CD19,0.8518608808517456
Cellpose,9-10,cluster_0.20,CD3E,0.7552005648612976
Cellpose,9-10,cluster_0.20,CD79A,0.7479214668273926
Cellpose,9-10,cluster_0.20,IL7R,0.7184514403343201
Cellpose,9-10,cluster_0.20,MS4A1,0.7293181419372559
Cellpose,9-10,cluster_0.20,TRAC,0.5998986959457397
Cellpose,9-10,cluster_0.30,CD19,0.8482322692871094
Cellpose,9-10,cluster_0.30,CD3E,0.7026893496513367
Cellpose,9-10,cluster_0.30,CD79A,0.7471281290054321
Cellpose,9-10,cluster_0.30,IL7R,0.6461261510848999
Cellpose,9-10,cluster_0.30,MS4A1,0.7284188866615295
Cellpose,9-10,cluster_0.30,TRAC,0.5321831703186035
Cellpose,9-10,cluster_0.40,CD19,0.8398569226264954
Cellpose,9-10,cluster_0.40,CD3E,0.7119916081428528
Cellpose,9-10,cluster_0.40,CD79A,0.7376994490623474
Cellpose,9-10,cluster_0.40,IL7R,0.6613224744796753
Cellpose,9-10,cluster_0.40,MS4A1,0.7136958241462708
Cellpose,9-10,cluster_0.40,TRAC,0.5431898236274719
Cellpose,9-10,cluster_0.45,CD19,0.8359106779098511
Cellpose,9-10,cluster_0.45,CD3E,0.7111268043518066
Cellpose,9-10,cluster_0.45,CD79A,0.7291147112846375
Cellpose,9-10,cluster_0.45,IL7R,0.6612781286239624
Cellpose,9-10,cluster_0.45,MS4A1,0.7043889164924622
Cellpose,9-10,cluster_0.45,TRAC,0.54156893491745
Cellpose,9-10,cluster_0.50,CD19,0.8408923149108887
Cellpose,9-10,cluster_0.50,CD3E,0.712874174118042
Cellpose,9-10,cluster_0.50,CD79A,0.7371172308921814
Cellpose,9-10,cluster_0.50,IL7R,0.660899817943573
Cellpose,9-10,cluster_0.50,MS4A1,0.7175822257995605
Cellpose,9-10,cluster_0.50,TRAC,0.5399752855300903
Cellpose,9-10,cluster_0.55,CD19,0.8398512005805969
Cellpose,9-10,cluster_0.55,CD3E,0.7157981395721436
Cellpose,9-10,cluster_0.55,CD79A,0.7333978414535522
Cellpose,9-10,cluster_0.55,IL7R,0.663706362247467
Cellpose,9-10,cluster_0.55,MS4A1,0.7151479125022888
Cellpose,9-10,cluster_0.55,TRAC,0.5453883409500122
Cellpose,9-10,cluster_0.60,CD19,0.8018143177032471
Cellpose,9-10,cluster_0.60,CD3E,0.7004218101501465
Cellpose,9-10,cluster_0.60,CD79A,0.6946668028831482
Cellpose,9-10,cluster_0.60,IL7R,0.646185040473938
Cellpose,9-10,cluster_0.60,MS4A1,0.6577666401863098
Cellpose,9-10,cluster_0.60,TRAC,0.5294641852378845
FICTURE (Hexagon),10-11,n_cluster5,CD19,0.5762109498299909
FICTURE (Hexagon),10-11,n_cluster5,CD3E,0.5054095279092202
FICTURE (Hexagon),10-11,n_cluster5,CD79A,0.54951123483794
FICTURE (Hexagon),10-11,n_cluster5,IL7R,0.49854826637355276
FICTURE (Hexagon),10-11,n_cluster5,MS4A1,0.5726997882108997
FICTURE (Hexagon),10-11,n_cluster5,TRAC,0.4887217717324963
FICTURE (Hexagon),10-11,n_cluster6,CD19,0.5892854412900708
FICTURE (Hexagon),10-11,n_cluster6,CD3E,0.4597177471323624
FICTURE (Hexagon),10-11,n_cluster6,CD79A,0.5525872151868025
FICTURE (Hexagon),10-11,n_cluster6,IL7R,0.45573765603711713
FICTURE (Hexagon),10-11,n_cluster6,MS4A1,0.5896399585294916
FICTURE (Hexagon),10-11,n_cluster6,TRAC,0.44659339471235204
FICTURE (Hexagon),10-11,n_cluster7,CD19,0.5708430118318238
FICTURE (Hexagon),10-11,n_cluster7,CD3E,0.370284186106457
FICTURE (Hexagon),10-11,n_cluster7,CD79A,0.535055875919666
FICTURE (Hexagon),10-11,n_cluster7,IL7R,0.3725210492057903
FICTURE (Hexagon),10-11,n_cluster7,MS4A1,0.5706532055164317
FICTURE (Hexagon),10-11,n_cluster7,TRAC,0.35351381986223734
FICTURE (Hexagon),13-14,n_cluster5,CD19,0.5797719088742914
FICTURE (Hexagon),13-14,n_cluster5,CD3E,0.5129804320581203
FICTURE (Hexagon),13-14,n_cluster5,CD79A,0.5288591317029122
FICTURE (Hexagon),13-14,n_cluster5,IL7R,0.48836413835416825
FICTURE (Hexagon),13-14,n_cluster5,MS4A1,0.5682203220367408
FICTURE (Hexagon),13-14,n_cluster5,TRAC,0.4957763859398027
FICTURE (Hexagon),13-14,n_cluster6,CD19,0.5663391774440336
FICTURE (Hexagon),13-14,n_cluster6,CD3E,0.5632266059347579
FICTURE (Hexagon),13-14,n_cluster6,CD79A,0.502433398443945
FICTURE (Hexagon),13-14,n_cluster6,IL7R,0.5452833806273486
FICTURE (Hexagon),13-14,n_cluster6,MS4A1,0.559422954125357
FICTURE (Hexagon),13-14,n_cluster6,TRAC,0.5440117611580217
FICTURE (Hexagon),13-14,n_cluster7,CD19,0.5210852713178294
FICTURE (Hexagon),13-14,n_cluster7,CD3E,0.5222469540846981
FICTURE (Hexagon),13-14,n_cluster7,CD79A,0.45949302294885647
FICTURE (Hexagon),13-14,n_cluster7,IL7R,0.5031655034895314
FICTURE (Hexagon),13-14,n_cluster7,MS4A1,0.5139522769282474
FICTURE (Hexagon),13-14,n_cluster7,TRAC,0.5054817534735364
FICTURE (Hexagon),15-16,n_cluster5,CD19,0.606761314747892
FICTURE (Hexagon),15-16,n_cluster5,CD3E,0.5509895736931103
FICTURE (Hexagon),15-16,n_cluster5,CD79A,0.5895214610464669
FICTURE (Hexagon),15-16,n_cluster5,IL7R,0.5552675985392268
FICTURE (Hexagon),15-16,n_cluster5,MS4A1,0.5940857250693317
FICTURE (Hexagon),15-16,n_cluster5,TRAC,0.5063950464882815
FICTURE (Hexagon),15-16,n_cluster6,CD19,0.5414623485306733
FICTURE (Hexagon),15-16,n_cluster6,CD3E,0.49546984924623105
FICTURE (Hexagon),15-16,n_cluster6,CD79A,0.5147156507667412
FICTURE (Hexagon),15-16,n_cluster6,IL7R,0.49160579759299744
FICTURE (Hexagon),15-16,n_cluster6,MS4A1,0.526909532483303
FICTURE (Hexagon),15-16,n_cluster6,TRAC,0.4563435227625185
FICTURE (Hexagon),15-16,n_cluster7,CD19,0.5127684453893947
FICTURE (Hexagon),15-16,n_cluster7,CD3E,0.49667210776558435
FICTURE (Hexagon),15-16,n_cluster7,CD79A,0.4901011366653065
FICTURE (Hexagon),15-16,n_cluster7,IL7R,0.5017946934497363
FICTURE (Hexagon),15-16,n_cluster7,MS4A1,0.4995930356586094
FICTURE (Hexagon),15-16,n_cluster7,TRAC,0.4550222283488989
FICTURE (Hexagon),17-18,n_cluster5,CD19,0.5636184660735907
FICTURE (Hexagon),17-18,n_cluster5,CD3E,0.4543649199334213
FICTURE (Hexagon),17-18,n_cluster5,CD79A,0.5390004163972005
FICTURE (Hexagon),17-18,n_cluster5,IL7R,0.46463323871663553
FICTURE (Hexagon),17-18,n_cluster5,MS4A1,0.5588667748612284
FICTURE (Hexagon),17-18,n_cluster5,TRAC,0.40735598392788197
FICTURE (Hexagon),17-18,n_cluster6,CD19,0.5331491988994046
FICTURE (Hexagon),17-18,n_cluster6,CD3E,0.3772031223095908
FICTURE (Hexagon),17-18,n_cluster6,CD79A,0.5092208479919282
FICTURE (Hexagon),17-18,n_cluster6,IL7R,0.4028612761242266
FICTURE (Hexagon),17-18,n_cluster6,MS4A1,0.5273112548807249
FICTURE (Hexagon),17-18,n_cluster6,TRAC,0.32596799952423317
FICTURE (Hexagon),17-18,n_cluster7,CD19,0.43825393483181563
FICTURE (Hexagon),17-18,n_cluster7,CD3E,0.30465017505596054
FICTURE (Hexagon),17-18,n_cluster7,CD79A,0.4122641046274658
FICTURE (Hexagon),17-18,n_cluster7,IL7R,0.3312636065325515
FICTURE (Hexagon),17-18,n_cluster7,MS4A1,0.4343605356552318
FICTURE (Hexagon),17-18,n_cluster7,TRAC,0.26391624067343494
FICTURE (Hexagon),21-22,n_cluster5,CD19,0.4796535368117138
FICTURE (Hexagon),21-22,n_cluster5,CD3E,0.5767948672377634
FICTURE (Hexagon),21-22,n_cluster5,CD79A,0.44229768351383875
FICTURE (Hexagon),21-22,n_cluster5,IL7R,0.5658047828869458
FICTURE (Hexagon),21-22,n_cluster5,MS4A1,0.4754782283685292
FICTURE (Hexagon),21-22,n_cluster5,TRAC,0.5779339629290295
FICTURE (Hexagon),21-22,n_cluster6,CD19,0.4121385852753145
FICTURE (Hexagon),21-22,n_cluster6,CD3E,0.553237675767844
FICTURE (Hexagon),21-22,n_cluster6,CD79A,0.35332006116129755
FICTURE (Hexagon),21-22,n_cluster6,IL7R,0.5435756528808049
FICTURE (Hexagon),21-22,n_cluster6,MS4A1,0.4270830023984293
FICTURE (Hexagon),21-22,n_cluster6,TRAC,0.5534508340000764
FICTURE (Hexagon),21-22,n_cluster7,CD19,0.3884937337724608
FICTURE (Hexagon),21-22,n_cluster7,CD3E,0.4122103622828572
FICTURE (Hexagon),21-22,n_cluster7,CD79A,0.3308726916912543
FICTURE (Hexagon),21-22,n_cluster7,IL7R,0.4077020627984961
FICTURE (Hexagon),21-22,n_cluster7,MS4A1,0.40290786768828246
FICTURE (Hexagon),21-22,n_cluster7,TRAC,0.3968219037320994
FICTURE (Hexagon),23-24,n_cluster5,CD19,0.6179107505070994
FICTURE (Hexagon),23-24,n_cluster5,CD3E,0.4660596969388792
FICTURE (Hexagon),23-24,n_cluster5,CD79A,0.5902785818314042
FICTURE (Hexagon),23-24,n_cluster5,IL7R,0.4457111784140968
FICTURE (Hexagon),23-24,n_cluster5,MS4A1,0.6044371715329754
FICTURE (Hexagon),23-24,n_cluster5,TRAC,0.4461722706427003
FICTURE (Hexagon),23-24,n_cluster6,CD19,0.5583825734191729
FICTURE (Hexagon),23-24,n_cluster6,CD3E,0.37963642835350353
FICTURE (Hexagon),23-24,n_cluster6,CD79A,0.5332518071360721
FICTURE (Hexagon),23-24,n_cluster6,IL7R,0.36745181718061676
FICTURE (Hexagon),23-24,n_cluster6,MS4A1,0.5442879103775417
FICTURE (Hexagon),23-24,n_cluster6,TRAC,0.361087830641831
FICTURE (Hexagon),23-24,n_cluster7,CD19,0.5574719486092702
FICTURE (Hexagon),23-24,n_cluster7,CD3E,0.25499033865554765
FICTURE (Hexagon),23-24,n_cluster7,CD79A,0.5298110285006197
FICTURE (Hexagon),23-24,n_cluster7,IL7R,0.2686104074889868
FICTURE (Hexagon),23-24,n_cluster7,MS4A1,0.5440737323141276
FICTURE (Hexagon),23-24,n_cluster7,TRAC,0.24734622516164773
FICTURE (Hexagon),27-28,n_cluster5,CD19,0.6196829971819839
FICTURE (Hexagon),27-28,n_cluster5,CD3E,0.4212522382617337
FICTURE (Hexagon),27-28,n_cluster5,CD79A,0.5965638394204649
FICTURE (Hexagon),27-28,n_cluster5,IL7R,0.4127568299782723
FICTURE (Hexagon),27-28,n_cluster5,MS4A1,0.6111276392862008
FICTURE (Hexagon),27-28,n_cluster5,TRAC,0.4124201180845429
FICTURE (Hexagon),27-28,n_cluster6,CD19,0.5898028792912513
FICTURE (Hexagon),27-28,n_cluster6,CD3E,0.2749134043667486
FICTURE (Hexagon),27-28,n_cluster6,CD79A,0.5681585969940849
FICTURE (Hexagon),27-28,n_cluster6,IL7R,0.2764732376247935
FICTURE (Hexagon),27-28,n_cluster6,MS4A1,0.580601416700722
FICTURE (Hexagon),27-28,n_cluster6,TRAC,0.2632369028006589
FICTURE (Hexagon),27-28,n_cluster7,CD19,0.5311937984496123
FICTURE (Hexagon),27-28,n_cluster7,CD3E,0.3857081935793004
FICTURE (Hexagon),27-28,n_cluster7,CD79A,0.5008451554482343
FICTURE (Hexagon),27-28,n_cluster7,IL7R,0.38858884334212357
FICTURE (Hexagon),27-28,n_cluster7,MS4A1,0.5234761644838802
FICTURE (Hexagon),27-28,n_cluster7,TRAC,0.36336562328391
FICTURE (Hexagon),29-30,n_cluster5,CD19,0.597912721672373
FICTURE (Hexagon),29-30,n_cluster5,CD3E,0.527270335201922
FICTURE (Hexagon),29-30,n_cluster5,CD79A,0.5820436896268704
FICTURE (Hexagon),29-30,n_cluster5,IL7R,0.5279271585769257
FICTURE (Hexagon),29-30,n_cluster5,MS4A1,0.5989200283336605
FICTURE (Hexagon),29-30,n_cluster5,TRAC,0.48650974674912406
FICTURE (Hexagon),29-30,n_cluster6,CD19,0.5472187588551998
FICTURE (Hexagon),29-30,n_cluster6,CD3E,0.46588662624413685
FICTURE (Hexagon),29-30,n_cluster6,CD79A,0.5233513721348027
FICTURE (Hexagon),29-30,n_cluster6,IL7R,0.4877886019750888
FICTURE (Hexagon),29-30,n_cluster6,MS4A1,0.5466039543643365
FICTURE (Hexagon),29-30,n_cluster6,TRAC,0.4280117506497636
FICTURE (Hexagon),29-30,n_cluster7,CD19,0.4738973320326806
FICTURE (Hexagon),29-30,n_cluster7,CD3E,0.5253672348701521
FICTURE (Hexagon),29-30,n_cluster7,CD79A,0.4514604926256416
FICTURE (Hexagon),29-30,n_cluster7,IL7R,0.5327533247822858
FICTURE (Hexagon),29-30,n_cluster7,MS4A1,0.47345777175406356
FICTURE (Hexagon),29-30,n_cluster7,TRAC,0.4855019164295625
FICTURE (Hexagon),31-32,n_cluster5,CD19,0.6040557877344738
FICTURE (Hexagon),31-32,n_cluster5,CD3E,0.6096829361141413
FICTURE (Hexagon),31-32,n_cluster5,CD79A,0.5790865426222415
FICTURE (Hexagon),31-32,n_cluster5,IL7R,0.5970371824748683
FICTURE (Hexagon),31-32,n_cluster5,MS4A1,0.6031278247092364
FICTURE (Hexagon),31-32,n_cluster5,TRAC,0.5905358332883053
FICTURE (Hexagon),31-32,n_cluster6,CD19,0.5701026048232141
FICTURE (Hexagon),31-32,n_cluster6,CD3E,0.5931880132920911
FICTURE (Hexagon),31-32,n_cluster6,CD79A,0.5462754419192739
FICTURE (Hexagon),31-32,n_cluster6,IL7R,0.5780728263018031
FICTURE (Hexagon),31-32,n_cluster6,MS4A1,0.5690438947078279
FICTURE (Hexagon),31-32,n_cluster6,TRAC,0.5740523405558257
FICTURE (Hexagon),31-32,n_cluster7,CD19,0.5196015161823306
FICTURE (Hexagon),31-32,n_cluster7,CD3E,0.5695502100038183
FICTURE (Hexagon),31-32,n_cluster7,CD79A,0.4971341410644743
FICTURE (Hexagon),31-32,n_cluster7,IL7R,0.5565623957486648
FICTURE (Hexagon),31-32,n_cluster7,MS4A1,0.5197345300441014
FICTURE (Hexagon),31-32,n_cluster7,TRAC,0.5524200847283162
FICTURE (Hexagon),33-34,n_cluster5,CD19,0.5190542873194626
FICTURE (Hexagon),33-34,n_cluster5,CD3E,0.5404117471548527
FICTURE (Hexagon),33-34,n_cluster5,CD79A,0.48727726425195556
FICTURE (Hexagon),33-34,n_cluster5,IL7R,0.531402123868192
FICTURE (Hexagon),33-34,n_cluster5,MS4A1,0.5053773144861993
FICTURE (Hexagon),33-34,n_cluster5,TRAC,0.5314317590869757
FICTURE (Hexagon),33-34,n_cluster6,CD19,0.506672847780489
FICTURE (Hexagon),33-34,n_cluster6,CD3E,0.332817441711777
FICTURE (Hexagon),33-34,n_cluster6,CD79A,0.47296137298007124
FICTURE (Hexagon),33-34,n_cluster6,IL7R,0.340514646006375
FICTURE (Hexagon),33-34,n_cluster6,MS4A1,0.4949662333448255
FICTURE (Hexagon),33-34,n_cluster6,TRAC,0.33075850234709814
FICTURE (Hexagon),33-34,n_cluster7,CD19,0.4717333493052228
FICTURE (Hexagon),33-34,n_cluster7,CD3E,0.4710994965689883
FICTURE (Hexagon),33-34,n_cluster7,CD79A,0.43741640161465334
FICTURE (Hexagon),33-34,n_cluster7,IL7R,0.46646332100230337
FICTURE (Hexagon),33-34,n_cluster7,MS4A1,0.462331732070873
FICTURE (Hexagon),33-34,n_cluster7,TRAC,0.4649360473890734
FICTURE (Hexagon),39-40,n_cluster5,CD19,0.43771158543060423
FICTURE (Hexagon),39-40,n_cluster5,CD3E,0.5325690517616354
FICTURE (Hexagon),39-40,n_cluster5,CD79A,0.39115332516449997
FICTURE (Hexagon),39-40,n_cluster5,IL7R,0.5207925067260104
FICTURE (Hexagon),39-40,n_cluster5,MS4A1,0.4244884841479611
FICTURE (Hexagon),39-40,n_cluster5,TRAC,0.5142759117023306
FICTURE (Hexagon),39-40,n_cluster6,CD19,0.5341584368694914
FICTURE (Hexagon),39-40,n_cluster6,CD3E,0.46319432361896473
FICTURE (Hexagon),39-40,n_cluster6,CD79A,0.5007997180791822
FICTURE (Hexagon),39-40,n_cluster6,IL7R,0.4292810876935305
FICTURE (Hexagon),39-40,n_cluster6,MS4A1,0.5346332315917569
FICTURE (Hexagon),39-40,n_cluster6,TRAC,0.457059297697617
FICTURE (Hexagon),39-40,n_cluster7,CD19,0.48675213629832886
FICTURE (Hexagon),39-40,n_cluster7,CD3E,0.47173361881993187
FICTURE (Hexagon),39-40,n_cluster7,CD79A,0.45252862751988066
FICTURE (Hexagon),39-40,n_cluster7,IL7R,0.4599618029029794
FICTURE (Hexagon),39-40,n_cluster7,MS4A1,0.4836972090889141
FICTURE (Hexagon),39-40,n_cluster7,TRAC,0.45820909320597836
FICTURE (Hexagon),41-42,n_cluster5,CD19,0.5801623837300962
FICTURE (Hexagon),41-42,n_cluster5,CD3E,0.4346390361713101
FICTURE (Hexagon),41-42,n_cluster5,CD79A,0.562539006117259
FICTURE (Hexagon),41-42,n_cluster5,IL7R,0.42859331883291785
FICTURE (Hexagon),41-42,n_cluster5,MS4A1,0.5795061620232463
FICTURE (Hexagon),41-42,n_cluster5,TRAC,0.4178618455871456
FICTURE (Hexagon),41-42,n_cluster6,CD19,0.5207213002070001
FICTURE (Hexagon),41-42,n_cluster6,CD3E,0.5149624312066344
FICTURE (Hexagon),41-42,n_cluster6,CD79A,0.4971479159063056
FICTURE (Hexagon),41-42,n_cluster6,IL7R,0.4973117018041169
FICTURE (Hexagon),41-42,n_cluster6,MS4A1,0.5221260440394837
FICTURE (Hexagon),41-42,n_cluster6,TRAC,0.4944185701886233
FICTURE (Hexagon),41-42,n_cluster7,CD19,0.4954201481948605
FICTURE (Hexagon),41-42,n_cluster7,CD3E,0.5690972936703198
FICTURE (Hexagon),41-42,n_cluster7,CD79A,0.47224515241264164
FICTURE (Hexagon),41-42,n_cluster7,IL7R,0.5531547218868205
FICTURE (Hexagon),41-42,n_cluster7,MS4A1,0.4964079200981251
FICTURE (Hexagon),41-42,n_cluster7,TRAC,0.5546834049579779
FICTURE (Hexagon),43-44,n_cluster5,CD19,0.5350348368308124
FICTURE (Hexagon),43-44,n_cluster5,CD3E,0.4530018118398461
FICTURE (Hexagon),43-44,n_cluster5,CD79A,0.5047389085198273
FICTURE (Hexagon),43-44,n_cluster5,IL7R,0.4300682889294989
FICTURE (Hexagon),43-44,n_cluster5,MS4A1,0.5227527907052429
FICTURE (Hexagon),43-44,n_cluster5,TRAC,0.43758151336226325
FICTURE (Hexagon),43-44,n_cluster6,CD19,0.5632645689630034
FICTURE (Hexagon),43-44,n_cluster6,CD3E,0.4923330171307405
FICTURE (Hexagon),43-44,n_cluster6,CD79A,0.5327063211621516
FICTURE (Hexagon),43-44,n_cluster6,IL7R,0.4787211054470841
FICTURE (Hexagon),43-44,n_cluster6,MS4A1,0.5529988283919679
FICTURE (Hexagon),43-44,n_cluster6,TRAC,0.47170377747741343
FICTURE (Hexagon),43-44,n_cluster7,CD19,0.5482791348689069
FICTURE (Hexagon),43-44,n_cluster7,CD3E,0.44262708554210145
FICTURE (Hexagon),43-44,n_cluster7,CD79A,0.5204868472712996
FICTURE (Hexagon),43-44,n_cluster7,IL7R,0.4278383418812023
FICTURE (Hexagon),43-44,n_cluster7,MS4A1,0.5381210336186416
FICTURE (Hexagon),43-44,n_cluster7,TRAC,0.4267684965422913
FICTURE (Hexagon),7-8,n_cluster5,CD19,0.5452324085981995
FICTURE (Hexagon),7-8,n_cluster5,CD3E,0.4561208155373093
FICTURE (Hexagon),7-8,n_cluster5,CD79A,0.5256751004965713
FICTURE (Hexagon),7-8,n_cluster5,IL7R,0.44785711181608795
FICTURE (Hexagon),7-8,n_cluster5,MS4A1,0.544965239216383
FICTURE (Hexagon),7-8,n_cluster5,TRAC,0.43369533748527184
FICTURE (Hexagon),7-8,n_cluster6,CD19,0.5572255234402128
FICTURE (Hexagon),7-8,n_cluster6,CD3E,0.3142046332046332
FICTURE (Hexagon),7-8,n_cluster6,CD79A,0.5373534589212055
FICTURE (Hexagon),7-8,n_cluster6,IL7R,0.30286949719699274
FICTURE (Hexagon),7-8,n_cluster6,MS4A1,0.5565531295810936
FICTURE (Hexagon),7-8,n_cluster6,TRAC,0.3099565729675139
FICTURE (Hexagon),7-8,n_cluster7,CD19,0.494446999542532
FICTURE (Hexagon),7-8,n_cluster7,CD3E,0.3459559845559846
FICTURE (Hexagon),7-8,n_cluster7,CD79A,0.47598092535666436
FICTURE (Hexagon),7-8,n_cluster7,IL7R,0.33970796575550827
FICTURE (Hexagon),7-8,n_cluster7,MS4A1,0.49527175603038515
FICTURE (Hexagon),7-8,n_cluster7,TRAC,0.3312312173813221
FICTURE (Hexagon),9-10,n_cluster5,CD19,0.5691950998483026
FICTURE (Hexagon),9-10,n_cluster5,CD3E,0.48105539772727274
FICTURE (Hexagon),9-10,n_cluster5,CD79A,0.5365696604783409
FICTURE (Hexagon),9-10,n_cluster5,IL7R,0.48093836886005564
FICTURE (Hexagon),9-10,n_cluster5,MS4A1,0.5658407421177537
FICTURE (Hexagon),9-10,n_cluster5,TRAC,0.44686290976485576
FICTURE (Hexagon),9-10,n_cluster6,CD19,0.5347949702675916
FICTURE (Hexagon),9-10,n_cluster6,CD3E,0.4484421530950617
FICTURE (Hexagon),9-10,n_cluster6,CD79A,0.5036770362936946
FICTURE (Hexagon),9-10,n_cluster6,IL7R,0.44808177012597694
FICTURE (Hexagon),9-10,n_cluster6,MS4A1,0.5316275782071265
FICTURE (Hexagon),9-10,n_cluster6,TRAC,0.41833082358392215
FICTURE (Hexagon),9-10,n_cluster7,CD19,0.3355785431119921
FICTURE (Hexagon),9-10,n_cluster7,CD3E,0.42463281250000007
FICTURE (Hexagon),9-10,n_cluster7,CD79A,0.3110115961420527
FICTURE (Hexagon),9-10,n_cluster7,IL7R,0.41988630680942746
FICTURE (Hexagon),9-10,n_cluster7,MS4A1,0.3324563502132647
FICTURE (Hexagon),9-10,n_cluster7,TRAC,0.39759567867360085
Glimmer (Bin),10-11,cluster_0.30,CD19,0.8699162006378174
Glimmer (Bin),10-11,cluster_0.30,CD3E,0.819148063659668
Glimmer (Bin),10-11,cluster_0.30,CD79A,0.7744495272636414
Glimmer (Bin),10-11,cluster_0.30,IL7R,0.8322485089302063
Glimmer (Bin),10-11,cluster_0.30,MS4A1,0.8530303239822388
Glimmer (Bin),10-11,cluster_0.30,TRAC,0.7670086026191711
Glimmer (Bin),10-11,cluster_0.40,CD19,0.8709356784820557
Glimmer (Bin),10-11,cluster_0.40,CD3E,0.7995064854621887
Glimmer (Bin),10-11,cluster_0.40,CD79A,0.770894467830658
Glimmer (Bin),10-11,cluster_0.40,IL7R,0.8117127418518066
Glimmer (Bin),10-11,cluster_0.40,MS4A1,0.8622437119483948
Glimmer (Bin),10-11,cluster_0.40,TRAC,0.7403767108917236
Glimmer (Bin),10-11,cluster_0.45,CD19,0.871964693069458
Glimmer (Bin),10-11,cluster_0.45,CD3E,0.7969439625740051
Glimmer (Bin),10-11,cluster_0.45,CD79A,0.7748340964317322
Glimmer (Bin),10-11,cluster_0.45,IL7R,0.8068459033966064
Glimmer (Bin),10-11,cluster_0.45,MS4A1,0.8654199838638306
Glimmer (Bin),10-11,cluster_0.45,TRAC,0.7341160774230957
Glimmer (Bin),10-11,cluster_0.50,CD19,0.8701218366622925
Glimmer (Bin),10-11,cluster_0.50,CD3E,0.79390949010849
Glimmer (Bin),10-11,cluster_0.50,CD79A,0.7708153128623962
Glimmer (Bin),10-11,cluster_0.50,IL7R,0.8053879737854004
Glimmer (Bin),10-11,cluster_0.50,MS4A1,0.8672323822975159
Glimmer (Bin),10-11,cluster_0.50,TRAC,0.7237971425056458
Glimmer (Bin),13-14,cluster_0.20,CD19,0.8719325065612793
Glimmer (Bin),13-14,cluster_0.20,CD3E,0.8699262142181396
Glimmer (Bin),13-14,cluster_0.20,CD79A,0.7553175687789917
Glimmer (Bin),13-14,cluster_0.20,IL7R,0.8646498322486877
Glimmer (Bin),13-14,cluster_0.20,MS4A1,0.8899350762367249
Glimmer (Bin),13-14,cluster_0.20,TRAC,0.8221238851547241
Glimmer (Bin),13-14,cluster_0.30,CD19,0.8641464710235596
Glimmer (Bin),13-14,cluster_0.30,CD3E,0.8361127376556396
Glimmer (Bin),13-14,cluster_0.30,CD79A,0.7418824434280396
Glimmer (Bin),13-14,cluster_0.30,IL7R,0.8484520316123962
Glimmer (Bin),13-14,cluster_0.30,MS4A1,0.8701134324073792
Glimmer (Bin),13-14,cluster_0.30,TRAC,0.7907359004020691
